# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_000829235.1	1228987	718217	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/235/GCF_000829235.1_ASM82923v1	Bacteria	Cyanobacteria	NA	NA	NA	NA	cyanobacterium endosymbiont of Epithemia turgida	
GCF_000348805.1	1229512	1653831	Blattabacterium cuenoti BPAA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/805/GCF_000348805.1_ASM34880v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium cuenoti	strain=BPAA
GCF_001951155.1	1229726	1486245	Gramella flava JLT2011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/155/GCF_001951155.1_ASM195115v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella flava	strain=JLT2011
GCF_001969385.1	1229727	1229727	Salipiger profundus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/385/GCF_001969385.1_ASM196938v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger profundus	strain=JLT2016
GCF_000300135.1	1229758	1252	Leuconostoc carnosum JB16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/135/GCF_000300135.1_ASM30013v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc carnosum	strain=JB16
GCF_000583875.1	1229831	1457141	Chlamydia avium 10DC88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/875/GCF_000583875.1_ASM58387v1	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia avium	strain=10DC88
GCF_001685435.2	1230341	1230341	Salimicrobium jeotgali	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/435/GCF_001685435.2_ASM168543v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium jeotgali	strain=MJ3
GCF_001547995.1	1231624	91915	Asaia bogorensis NBRC 16594	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/995/GCF_001547995.1_ASM154799v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	Asaia bogorensis	strain=NBRC 16594
GCF_000304455.1	1231626	249402	Cardinium endosymbiont cEper1 of Encarsia pergandiella	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/455/GCF_000304455.1_CCh_cEper1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Cardinium	Cardinium endosymbiont of Encarsia pergandiella	strain=cEper1
GCF_000317975.2	1234679	2751	Carnobacterium maltaromaticum LMA28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/975/GCF_000317975.2_ASM31797v2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum	strain=LMA28
GCF_002119765.1	1235591	1235591	Pseudorhodoplanes sinuspersici	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/765/GCF_002119765.1_ASM211976v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Pseudorhodoplanes	Pseudorhodoplanes sinuspersici	strain=RIPI110
GCF_000300455.3	1235834	1158459	Kosakonia sacchari SP1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/455/GCF_000300455.3_ASM30045v4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia sacchari	strain=SP1
GCF_001262015.1	1236517	589436	Prevotella fusca JCM 17724	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/015/GCF_001262015.1_ASM126201v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella fusca	strain=W1435
GCF_000092265.1	1236608	480	Moraxella catarrhalis BBH18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/265/GCF_000092265.1_ASM9226v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	strain=BBH18
GCF_000376585.1	1236908	77038	Wolbachia endosymbiont of Drosophila simulans wNo	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/585/GCF_000376585.1_ASM37658v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila simulans	strain=wNo
GCF_000517425.1	1239307	1239307	Sodalis praecaptivus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/425/GCF_000517425.1_ASM51742v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis praecaptivus	strain=HS1
GCF_000304735.1	1239934	29518	Borreliella afzelii HLJ01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/735/GCF_000304735.1_ASM30473v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella afzelii	strain=HLJ01
GCF_001484935.1	1242245	40214	Acinetobacter johnsonii XBB1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/935/GCF_001484935.1_ASM148493v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	strain=XBB1
GCF_000736415.1	1244531	1244531	Campylobacter iguaniorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/736/415/GCF_000736415.1_ASM73641v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter iguaniorum	strain=1485E
GCF_000344805.1	1245469	44255	Bradyrhizobium oligotrophicum S58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	strain=S58
GCF_000412695.1	1245471	53412	Pseudomonas resinovorans NBRC 106553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/412/695/GCF_000412695.1_ASM41269v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas resinovorans	strain=NBRC 106553
GCF_000328725.1	1246955	171284	Mycoplasma cynos C142	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/725/GCF_000328725.1_ASM32872v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma cynos	strain=C142
GCF_000494755.1	1246995	196914	Actinoplanes friuliensis DSM 7358	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/755/GCF_000494755.1_ASM49475v1	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis	strain=DSM 7358
GCF_000612485.1	1247649	35814	Bordetella holmesii ATCC 51541	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/485/GCF_000612485.1_ASM61248v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella holmesii	strain=ATCC 51541
GCF_000521505.1	1247726	302406	Advenella mimigardefordensis DPN7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella mimigardefordensis	strain=DPN7
GCF_000801295.1	1248727	1248727	endosymbiont of unidentified scaly snail isolate Monju	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/295/GCF_000801295.1_ASM80129v1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont of unidentified scaly snail isolate Monju	
GCF_001444425.1	1249552	1249552	Pseudohongiella spirulinae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/425/GCF_001444425.1_ASM144442v1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Pseudohongiella	Pseudohongiella spirulinae	strain=KCTC 32221
GCF_000959245.1	1249668	101571	Burkholderia ubonensis MSMB22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/245/GCF_000959245.1_ASM95924v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ubonensis	strain=MSMB22
GCF_001975705.1	1250539	1250539	Pelagibaca abyssi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagibaca	Pelagibaca abyssi	strain=JLT2014
GCF_000347695.1	1254439	33905	Bifidobacterium thermophilum RBL67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/695/GCF_000347695.1_ASM34769v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	strain=RBL67
GCF_000321415.2	1255043	186931	Thioalkalivibrio nitratireducens DSM 14787	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/415/GCF_000321415.2_ASM32141v2	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens	strain=DSM 14787
GCF_002000985.1	1258574	315405	Streptococcus gallolyticus subsp. gallolyticus DSM 16831	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/985/GCF_002000985.1_ASM200098v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	strain=DSM 16831
GCF_000319575.2	1260251	1335746	Spiribacter salinus M19-40	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/575/GCF_000319575.2_ASM31957v2	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus	strain=M19-40
GCF_002142495.1	1260963	1184	Leptolyngbya boryana dg5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/495/GCF_002142495.1_ASM214249v1	Bacteria	Cyanobacteria	NA	Synechococcales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya boryana	strain=dg5
GCF_000807255.1	1262449	1501	Clostridium pasteurianum DSM 525 = ATCC 6013	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/255/GCF_000807255.1_ASM80725v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pasteurianum	strain=DSM 525
GCF_001267925.1	1262470	341045	Herbaspirillum hiltneri N3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/267/925/GCF_001267925.1_ASM126792v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum hiltneri	strain=N3
GCF_000376545.2	1265309	379347	Epibacterium mobile F1926	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/545/GCF_000376545.2_ASM37654v2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Epibacterium	Epibacterium mobile	strain=F1926
GCF_001280225.1	1265350	9	Buchnera aphidicola (Aphis glycines)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/280/225/GCF_001280225.1_ASM128022v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	strain=BAg
GCF_000493735.1	1266845	147709	Carnobacterium inhibens subsp. gilichinskyi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/735/GCF_000493735.1_ASM49373v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium inhibens	strain=WN1359
GCF_001676785.2	1266923	159	Brachyspira hyodysenteriae ATCC 27164	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/785/GCF_001676785.2_ASM167678v2	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae	strain=B-78
GCF_000619905.2	1266925	35799	Nitrosospira briensis C-128	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/619/905/GCF_000619905.2_ASM61990v2	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira briensis	strain=C-128
GCF_000969765.1	1267001	2109	Mycoplasma synoviae ATCC 25204	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/765/GCF_000969765.1_ASM96976v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma synoviae	strain=WVU1853
GCF_000807275.1	1267021	1267021	Frischella perrara	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/275/GCF_000807275.1_ASM80727v1	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	strain=PEB0191
GCF_001281465.1	1267562	82541	Cupriavidus gilardii CR3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/465/GCF_001281465.1_ASM128146v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus gilardii	strain=CR3
GCF_001008165.2	1267766	1267766	Altererythrobacter atlanticus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/008/165/GCF_001008165.2_ASM100816v2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter atlanticus	strain=26DY36
GCF_000512355.1	1268635	29423	Legionella oakridgensis ATCC 33761 = DSM 21215	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/355/GCF_000512355.1_ASM51235v1	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella oakridgensis	strain=ATCC 33761 = DSM 21215; OR-10
GCF_001693385.1	1274631	1274631	Bradyrhizobium icense	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/385/GCF_001693385.1_ASM169338v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium icense	strain=LMTR 13
GCF_000439435.1	1276220	2145	Spiroplasma taiwanense CT-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/435/GCF_000439435.1_ASM43943v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma taiwanense	strain=CT-1
GCF_000439455.1	1276221	216936	Spiroplasma diminutum CUAS-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/455/GCF_000439455.1_ASM43945v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma diminutum	strain=CUAS-1
GCF_000400935.1	1276227	216933	Spiroplasma chrysopicola DF-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/935/GCF_000400935.1_ASM40093v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chrysopicola	strain=DF-1
GCF_000400955.1	1276229	216945	Spiroplasma syrphidicola EA-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/400/955/GCF_000400955.1_ASM40095v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma syrphidicola	strain=EA-1
GCF_000565175.1	1276246	216935	Spiroplasma culicicola AES-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/175/GCF_000565175.1_ASM56517v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma culicicola	strain=AES-1
GCF_000565215.1	1276257	216944	Spiroplasma sabaudiense Ar-1343	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/215/GCF_000565215.1_ASM56521v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma sabaudiense	strain=Ar-1343
GCF_000500935.1	1276258	2137	Spiroplasma apis B31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/500/935/GCF_000500935.1_ASM50093v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma apis	strain=B31
GCF_000331735.1	1278073	83455	Myxococcus stipitatus DSM 14675	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/735/GCF_000331735.1_ASM33173v1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus	strain=DSM 14675
GCF_000380335.1	1283330	354	Azotobacter vinelandii CA	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/335/GCF_000380335.1_ASM38033v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	strain=CA
GCF_000550785.1	1285583	160386	Corynebacterium casei LMG S-19264	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/785/GCF_000550785.1_ASM55078v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	strain=LMG S-19264
GCF_000597865.1	1286171	1731	Peptoclostridium acidaminophilum DSM 3953	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/597/865/GCF_000597865.1_ASM59786v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	Peptoclostridium acidaminophilum	strain=DSM 3953
GCF_000632985.1	1286528	33994	Neorickettsia helminthoeca str. Oregon	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/632/985/GCF_000632985.1_ASM63298v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia helminthoeca	strain=Oregon
GCF_000355765.4	1288494	1288494	Nitrosospira lacus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/765/GCF_000355765.4_ASM35576v4	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira lacus	strain=APG3
GCF_000447675.1	1291379	409322	Treponema pedis str. T A4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/447/675/GCF_000447675.1_ASM44767v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema pedis	strain=T A4
GCF_000829395.1	1291742	1193095	Lactobacillus hokkaidonensis JCM 18461	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/395/GCF_000829395.1_ASM82939v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus hokkaidonensis	strain=LOOC260
GCF_000590925.1	1294273	159346	Roseibacterium elongatum DSM 19469	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/925/GCF_000590925.1_ASM59092v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	Roseibacterium elongatum	strain=DFL-43
GCF_000550765.1	1296990	28448	Komagataeibacter xylinus E25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/550/765/GCF_000550765.1_ASM55076v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter xylinus	strain=E25
GCF_001454945.1	1297617	1297617	Intestinimonas butyriciproducens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/945/GCF_001454945.1_ASM145494v1	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	Intestinimonas	Intestinimonas butyriciproducens	strain=AF211
GCF_000355675.1	1298593	187493	Thalassolituus oleivorans MIL-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/675/GCF_000355675.1_ASM35567v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans	strain=MIL-1
GCF_001547735.1	1298851	412593	Thermosulfidibacter takaii ABI70S6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/735/GCF_001547735.1_ASM154773v1	Bacteria	Aquificae	Aquificae	Aquificales	NA	Thermosulfidibacter	Thermosulfidibacter takaii	strain=ABI70S6
GCF_000504125.1	1300150	53346	Enterococcus mundtii QU 25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/125/GCF_000504125.1_ASM50412v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii	strain=QU25
GCF_001975225.1	1300165	208223	Kosakonia cowanii JCM 10956 = DSM 18146	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/225/GCF_001975225.1_ASM197522v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia cowanii	strain=888-76
GCF_001632775.1	1300342	323415	Dokdonella koreensis DS-123	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/775/GCF_001632775.1_ASM163277v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Dokdonella koreensis	strain=DS-123
GCF_001653755.1	1300343	326320	Dokdonia donghaensis DSW-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/755/GCF_001653755.1_ASM165375v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia donghaensis	strain=DSW-1
GCF_001636295.1	1300344	372663	Isoptericola dokdonensis DS-3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/295/GCF_001636295.1_ASM163629v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola dokdonensis	strain=DS-3
GCF_001653335.1	1300347	450734	Nocardioides dokdonensis FR1436	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/335/GCF_001653335.1_ASM165333v1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides dokdonensis	strain=FR1436
GCF_000445425.4	1302858	47466	Borrelia miyamotoi LB-2001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/425/GCF_000445425.4_ASM44542v4	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi	strain=LB-2001
GCF_000385925.1	1302863	45634	Streptococcus cristatus AS 1.3089	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/925/GCF_000385925.1_ASM38592v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus	strain=AS 1.3089
GCF_001547755.1	1303921	113267	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/755/GCF_001547755.1_ASM154775v1	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Bathymodiolus septemdierum thioautotrophic gill symbiont	strain=Myojin Knoll
GCF_000507245.1	1307761	1307761	Salinispira pacifica	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/507/245/GCF_000507245.1_ASM50724v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica	strain=L21-RPul-D2
GCF_001017655.1	1307763	1307763	Kiritimatiella glycovorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/655/GCF_001017655.1_ASM101765v1	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella	Kiritimatiella glycovorans	strain=L21-Fru-AB
GCF_001443605.1	1307839	1307839	Salinivirga cyanobacteriivorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/443/605/GCF_001443605.1_ASM144360v1	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Salinivirgaceae	Salinivirga	Salinivirga cyanobacteriivorans	strain=L21-Spi-D4
GCF_001007995.1	1309411	1309411	Deinococcus soli Cha et al. 2016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/995/GCF_001007995.1_ASM100799v1	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus soli Cha et al. 2016	strain=N5
GCF_002221525.1	1314869	28107	Pseudoalteromonas espejiana DSM 9414	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/525/GCF_002221525.1_ASM222152v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas espejiana	strain=ATCC 29659
GCF_001465295.1	1315283	166935	Pseudoalteromonas translucida KMM 520	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/295/GCF_001465295.1_ASM146529v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas translucida	strain=KMM 520
GCF_000376645.1	1316932	75985	Mannheimia haemolytica M42548	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/645/GCF_000376645.1_ASM37664v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica	strain=M42548
GCF_000968055.1	1318466	38986	Acholeplasma palmae J233	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/055/GCF_000968055.1_ASM96805v1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma palmae	strain=J233
GCF_001281405.1	1318743	1318743	Bartonella ancashensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/405/GCF_001281405.1_ASM128140v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella ancashensis	strain=20.00
GCF_001307195.1	1324350	1324350	Acinetobacter equi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/195/GCF_001307195.1_ASM130719v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter equi	strain=114
