# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_000214375.1	545694	88058	Treponema primitia ZAS-2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/375/GCF_000214375.1_ASM21437v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema primitia	strain=ZAS-2
GCF_000214355.1	545695	150829	Treponema azotonutricium ZAS-9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/355/GCF_000214355.1_ASM21435v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema azotonutricium	strain=ZAS-9
GCF_000217655.1	545776	53435	Treponema paraluiscuniculi Cuniculi A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/655/GCF_000217655.1_ASM21765v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema paraluiscuniculi	strain=Cuniculi A
GCF_003096075.1	546160	546160	Dietzia lutea	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/075/GCF_003096075.1_ASM309607v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia lutea	strain=YIM 80766
GCF_000818035.1	546263	495	Neisseria elongata subsp. glycolytica ATCC 29315	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/035/GCF_000818035.1_ASM81803v1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	strain=ATCC 29315
GCF_000163895.2	546269	143361	Filifactor alocis ATCC 35896	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Filifactor alocis	strain=ATCC 35896
GCF_000208405.1	546271	69823	Selenomonas sputigena ATCC 35185	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/405/GCF_000208405.1_ASM20840v1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena	strain=ATCC 35185
GCF_000022625.1	546272	29459	Brucella melitensis ATCC 23457	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/625/GCF_000022625.1_ASM2262v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	strain=ATCC 23457
GCF_000145595.1	546342	1280	Staphylococcus aureus subsp. aureus str. JKD6008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/595/GCF_000145595.1_ASM14559v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	strain=JKD6008
GCF_001559255.2	546367	546367	Hafnia paralvei	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/255/GCF_001559255.2_ASM155925v2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia paralvei	strain=FDAARGOS_158
GCF_000020685.1	546414	310783	Deinococcus deserti VCD115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/685/GCF_000020685.1_ASM2068v1	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	strain=VCD115
GCF_001025215.1	547043	28026	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/025/215/GCF_001025215.1_ASM102521v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	strain=JCM 1200
GCF_000186725.1	547048	632	Yersinia pestis biovar Medievalis str. Harbin 35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	strain=Harbin 35
GCF_000213785.1	547143	547143	Hydrogenobaculum sp. 3684	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/785/GCF_000213785.1_ASM21378v1	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. 3684	strain=3684
GCF_000341855.1	547144	547144	Hydrogenobaculum sp. HO	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/855/GCF_000341855.1_ASM34185v1	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. HO	strain=HO
GCF_000215065.1	547145	547145	Hydrogenobaculum sp. SHO	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/065/GCF_000215065.1_ASM21506v1	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. SHO	strain=SHO
GCF_000348765.2	547146	547146	Hydrogenobaculum sp. SN	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/348/765/GCF_000348765.2_ASM34876v2	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. SN	strain=SN
GCF_000159535.2	548473	1280	Staphylococcus aureus subsp. aureus TCH60	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/535/GCF_000159535.2_ASM15953v2	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	strain=TCH60
GCF_000022905.1	548476	169292	Corynebacterium aurimucosum ATCC 700975	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/905/GCF_000022905.1_ASM2290v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	
GCF_000196535.1	548479	2051	Mobiluncus curtisii ATCC 43063	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/535/GCF_000196535.1_ASM19653v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii	strain=ATCC 43063
GCF_002211785.1	549298	549298	Francisella halioticida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/785/GCF_002211785.1_ASM221178v1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella halioticida	strain=DSM 23729
GCF_000009505.1	550537	28901	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/505/GCF_000009505.1_ASM950v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	strain=P125109
GCF_000009525.1	550538	28901	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/525/GCF_000009525.1_ASM952v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	strain=287/91
GCF_000148645.1	550540	44012	Ferrimonas balearica DSM 9799	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/645/GCF_000148645.1_ASM14864v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	Ferrimonas balearica	strain=DSM 9799
GCF_000174795.2	550542	550542	Geobacillus sp. Y412MC52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/795/GCF_000174795.2_ASM17479v2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. Y412MC52	strain=Y412MC52
GCF_000196515.1	551115	1164	'Nostoc azollae' 0708	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/515/GCF_000196515.1_ASM19651v1	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus azollae	strain=0708
GCF_000020765.1	552526	1336	Streptococcus equi subsp. zooepidemicus MGCS10565	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/765/GCF_000020765.1_ASM2076v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi	strain=MGCS10565; ATCC BAA1716
GCF_000025245.1	552531	28025	Bifidobacterium animalis subsp. lactis BB-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/245/GCF_000025245.1_ASM2524v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	strain=BB-12
GCF_000021185.1	552536	1639	Listeria monocytogenes HCC23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/185/GCF_000021185.1_ASM2118v1	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	strain=HCC23
GCF_000143165.1	552811	552810	Dehalogenimonas lykanthroporepellens BL-DC-9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/165/GCF_000143165.1_ASM14316v1	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	Dehalogenimonas lykanthroporepellens	strain=BL-DC-9
GCF_000144405.1	553174	28132	Prevotella melaninogenica ATCC 25845	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/405/GCF_000144405.1_ASM14440v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica	strain=ATCC 25845
GCF_000025205.1	553190	2702	Gardnerella vaginalis 409-05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/205/GCF_000025205.1_ASM2520v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis	strain=409-05
GCF_000025765.1	553199	1747	Cutibacterium acnes SK137	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/765/GCF_000025765.1_ASM2576v1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	strain=SK137
GCF_001677275.1	553239	553239	Vibrio breoganii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/275/GCF_001677275.1_ASM167727v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio breoganii	strain=FF50
GCF_002082195.1	553510	553510	Streptomyces gilvosporeus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/195/GCF_002082195.1_ASM208219v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces gilvosporeus	strain=F607
GCF_002157125.1	553814	553814	Acidovorax carolinensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/125/GCF_002157125.1_ASM215712v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	strain=P4
GCF_002157185.1	553814	553814	Acidovorax carolinensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/185/GCF_002157185.1_ASM215718v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	strain=P3
GCF_002157145.1	553814	553814	Acidovorax carolinensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/145/GCF_002157145.1_ASM215714v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	strain=NA3
GCF_002157165.1	553814	553814	Acidovorax carolinensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/165/GCF_002157165.1_ASM215716v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax carolinensis	strain=NA2
GCF_000026565.1	554290	28901	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/565/GCF_000026565.1_ASM2656v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	strain=AKU12601
GCF_000144645.1	555079	291990	Thermosediminibacter oceani DSM 16646	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/144/645/GCF_000144645.1_ASM14464v1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermosediminibacter	Thermosediminibacter oceani	strain=DSM 16646
GCF_000175255.2	555217	542	Zymomonas mobilis subsp. mobilis ATCC 10988	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/255/GCF_000175255.2_ASM17525v2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	strain=ATCC 10988
GCF_000024765.1	555778	927	Halothiobacillus neapolitanus c2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/765/GCF_000024765.1_ASM2476v1	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus neapolitanus	strain=c2
GCF_003065365.1	556054	556054	Polynucleobacter difficilis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/065/365/GCF_003065365.1_ASM306536v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter difficilis	strain=AM-8B5
GCF_002128345.1	556269	847	Oxalobacter formigenes OXCC13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/128/345/GCF_002128345.1_ASM212834v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes	strain=OXCC13
GCF_003355475.1	556288	556288	Brachybacterium saurashtrense	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/475/GCF_003355475.1_ASM335547v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium saurashtrense	strain=DSM 23186
GCF_001887245.1	556325	556325	Neomicrococcus aestuarii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/245/GCF_001887245.1_ASM188724v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Neomicrococcus	Neomicrococcus aestuarii	strain=B18
GCF_003798325.1	556499	556499	Propionibacterium acidifaciens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/325/GCF_003798325.1_ASM379832v1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acidifaciens	strain=FDAARGOS_576
GCF_000010005.1	557433	1598	Lactobacillus reuteri JCM 1112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/005/GCF_000010005.1_ASM1000v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	strain=JCM 1112
GCF_000016825.1	557436	1598	Lactobacillus reuteri DSM 20016	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/825/GCF_000016825.1_ASM1682v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	strain=DSM 20016
GCF_000021025.1	557598	168471	Laribacter hongkongensis HLHK9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/025/GCF_000021025.1_ASM2102v1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Laribacter hongkongensis	strain=HLHK9
GCF_000157895.3	557599	1768	Mycobacterium kansasii ATCC 12478	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/895/GCF_000157895.3_ASM15789v2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii	strain=ATCC 12478
GCF_002803025.2	557600	470	Acinetobacter baumannii AB307-0294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/025/GCF_002803025.2_ASM280302v2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	strain=AB307-0294
GCF_000026645.1	557722	287	Pseudomonas aeruginosa LESB58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/645/GCF_000026645.1_ASM2664v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	strain=LESB58
GCF_000021885.1	557723	738	Glaesserella parasuis SH0165	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	Glaesserella parasuis	strain=SH0165
GCF_000756185.1	557724	28450	Burkholderia pseudomallei 576	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/185/GCF_000756185.1_ASM75618v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	strain=576
GCF_000021005.1	557760	1063	Rhodobacter sphaeroides KD131	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/005/GCF_000021005.1_ASM2100v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	strain=KD131; KCTC 12085
GCF_002285635.2	558152	558152	Chryseobacterium piperi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/635/GCF_002285635.2_ASM228563v2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium piperi	strain=ATCC BAA-1782
GCF_000767055.1	558173	1121358	Corynebacterium doosanense CAU 212 = DSM 45436	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/055/GCF_000767055.1_ASM76705v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium doosanense	strain=CAU 212
GCF_004421025.1	561061	561061	Sphingobacterium psychroaquaticum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/421/025/GCF_004421025.1_ASM442102v1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum	strain=SJ-25
GCF_000023605.1	561230	554	Pectobacterium carotovorum subsp. carotovorum PC1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/605/GCF_000023605.1_ASM2360v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum	strain=PC1
GCF_000024645.1	561231	1905730	Pectobacterium parmentieri WPP163	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/645/GCF_000024645.1_ASM2464v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium parmentieri	strain=WPP163
GCF_000010685.1	561275	1773	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/685/GCF_000010685.1_ASM1068v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	strain=Tokyo 172
GCF_001580385.1	561275	1773	Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/385/GCF_001580385.1_ASM158038v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	strain=Tokyo 172
GCF_000026665.1	561276	1313	Streptococcus pneumoniae ATCC 700669	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/665/GCF_000026665.1_ASM2666v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	strain=ATCC 700669
GCF_000026685.1	561304	1769	Mycobacterium leprae Br4923	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/685/GCF_000026685.1_ASM2668v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae	
GCF_000021065.1	561501	9	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/065/GCF_000021065.1_ASM2106v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	strain=Tuc7
GCF_002077215.1	561879	561879	Bacillus safensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/215/GCF_002077215.1_ASM207721v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	strain=BRM1
GCF_001895885.1	561879	561879	Bacillus safensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/885/GCF_001895885.1_ASM189588v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	strain=KCTC 12796BP
GCF_001938705.1	561879	561879	Bacillus safensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/705/GCF_001938705.1_ASM193870v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	strain=U17-1
GCF_001938685.1	561879	561879	Bacillus safensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/685/GCF_001938685.1_ASM193868v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	strain=U41
GCF_001938665.1	561879	561879	Bacillus safensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/665/GCF_001938665.1_ASM193866v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	strain=U14-5
GCF_000021525.1	562019	47589	Rickettsia peacockii str. Rustic	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/525/GCF_000021525.1_ASM2152v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia peacockii	strain=Rustic
GCF_000092905.1	562970	33943	Kyrpidia tusciae DSM 2912	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/905/GCF_000092905.1_ASM9290v1	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Kyrpidia tusciae	strain=DSM 2912
GCF_000147355.1	563040	202747	Sulfurimonas autotrophica DSM 16294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/355/GCF_000147355.1_ASM14735v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas autotrophica	strain=DSM 16294
GCF_000021165.1	563041	210	Helicobacter pylori G27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/165/GCF_000021165.1_ASM2116v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	strain=G27
GCF_002843505.1	563169	563169	Bacillus sp. SJ-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/505/GCF_002843505.1_ASM284350v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SJ-10	strain=SJ-10
GCF_000209755.1	563174	1639	Listeria monocytogenes L99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/755/GCF_000209755.1_ASM20975v1	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	strain=L99
GCF_000021085.1	563178	9	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/085/GCF_000021085.1_ASM2108v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	strain=5A
GCF_002067135.1	564064	564064	Spirosoma rigui	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/067/135/GCF_002067135.1_ASM206713v1	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma rigui	strain=KCTC 12531
GCF_000022105.1	565034	159	Brachyspira hyodysenteriae WA1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/105/GCF_000022105.1_ASM2210v1	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae	strain=WA1; ATCC 49526
GCF_000196575.1	565040	216816	Bifidobacterium longum subsp. infantis 157F	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/575/GCF_000196575.1_ASM19657v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	strain=157F
GCF_000196555.1	565042	216816	Bifidobacterium longum subsp. longum JCM 1217	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/555/GCF_000196555.1_ASM19655v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	strain=JCM 1217
GCF_000022005.1	565050	155892	Caulobacter vibrioides NA1000	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/005/GCF_000022005.1_ASM2200v1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides	strain=NA1000
GCF_002910725.2	565560	565560	Streptomyces sp. SM17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/910/725/GCF_002910725.2_ASM291072v2	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SM17	strain=SM17
GCF_000021265.1	565575	2130	Ureaplasma urealyticum serovar 10 str. ATCC 33699	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/265/GCF_000021265.1_ASM2126v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma urealyticum	strain=ATCC 33699
GCF_002814115.1	565651	1351	Enterococcus faecalis ARO1/DG	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/115/GCF_002814115.1_ASM281411v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	strain=ARO1/DG
